LMS_Login_Frequency_Per_Week,Assignment_Delay_Days,Attendance_Rate_Percentage,Study_Consistency_Index,Feedback_Sentiment_Score,CAT_Marks_Trend,Late_Night_Activity_Ratio,Burnout_Risk_Level
5.0,2,79.76,0.82,0.2,-12.49,0.11,Low
4.0,1,91.67,0.29,-0.52,-6.8,0.71,Medium
7.0,1,79.03,0.34,-0.02,-6.07,0.22,Low
4.0,0,81.46,0.94,-0.85,1.82,0.18,Low
9.0,2,90.85,0.16,-0.93,-7.26,0.36,Medium
6.0,4,86.45,0.04,-0.06,-12.81,0.65,Low
4.0,1,76.37,0.45,-0.2,6.92,0.23,Low
9.0,0,95.82,0.8,-0.73,-6.03,0.18,Medium
4.0,2,66.5,0.77,0.38,-1.43,0.01,Low
6.0,0,99.82,0.92,0.99,-11.17,0.47,Low
6.0,0,64.75,0.53,-0.21,9.08,0.43,Low
8.0,3,60.6,0.1,0.25,1.97,0.23,Low
8.0,2,95.6,0.59,0.93,12.05,0.05,Low
5.0,3,69.8,0.78,0.66,-0.14,0.43,Low
3.0,1,89.19,0.09,-0.07,13.24,0.79,Low
6.0,1,92.44,0.17,0.47,11.76,0.72,Low
4.0,2,94.36,0.01,-0.74,2.29,0.86,Low
9.0,4,99.66,0.59,0.02,13.02,0.01,Low
5.0,3,71.76,0.89,-0.44,-5.31,0.97,Medium
4.0,1,88.41,0.67,-0.68,-4.03,0.34,Low
5.0,4,64.62,0.98,-0.15,-13.64,0.99,Medium
2.0,1,76.27,0.06,-0.74,2.68,0.25,Low
3.0,3,93.92,0.9,0.4,6.66,0.47,Low
7.0,1,74.71,0.81,-0.09,8.21,0.35,Low
4.0,1,83.64,0.31,0.06,-10.51,0.36,Low
3.0,2,80.15,0.97,-0.71,-1.68,0.84,Low
6.0,3,85.84,0.29,-0.72,-9.69,0.75,Medium
7.0,1,98.92,0.89,0.17,4.86,0.99,Low
6.0,3,62.23,0.88,0.97,-10.26,0.61,Medium
7.0,2,82.96,0.76,-0.81,12.12,0.46,Low
3.0,2,94.52,0.56,-0.43,-8.08,0.09,Medium
2.0,2,79.26,0.12,0.74,-6.26,1.0,Low
8.0,0,63.14,0.53,-0.86,10.53,0.55,Medium
4.0,5,82.42,0.36,0.75,-1.25,0.7,Low
4.0,2,73.28,0.79,0.05,-14.28,0.41,Low
8.0,2,66.2,0.76,-0.18,-0.16,0.55,Low
6.0,0,93.96,0.91,-0.38,-12.46,0.94,Medium
6.0,4,80.86,0.01,-0.41,14.56,0.17,Low
9.0,1,97.33,0.81,-0.39,2.64,0.29,Low
4.0,1,92.24,0.94,0.77,-7.3,0.15,Low
7.0,5,87.72,0.79,0.45,1.91,0.79,Low
5.0,0,60.2,0.13,0.34,-12.69,0.06,Medium
6.0,2,77.11,0.08,0.6,9.0,0.08,Low
8.0,1,67.9,0.02,-0.49,12.76,0.3,Medium
6.0,3,96.43,0.63,0.24,11.23,0.51,Low
6.0,2,66.98,0.63,-0.08,-4.75,0.41,Low
7.0,5,71.44,0.99,0.56,-5.23,0.04,Medium
4.0,3,80.67,0.4,-0.38,-13.95,0.96,Medium
3.0,2,70.53,0.33,0.29,4.54,0.95,Low
3.0,2,68.39,0.62,0.76,1.05,0.28,Low
1.0,1,83.96,0.83,-0.2,-1.22,0.73,Low
9.0,0,63.56,0.94,-0.87,12.23,0.58,Medium
3.0,1,62.33,0.8,0.03,-9.96,0.24,Medium
5.0,3,74.89,0.43,-0.31,-14.71,0.26,Medium
4.0,1,88.83,0.63,0.34,-12.8,0.49,Low
6.0,1,82.19,0.86,0.9,-8.3,0.42,Low
7.0,0,76.92,0.49,-0.03,-14.0,0.29,Low
7.0,2,82.63,0.22,-0.07,0.09,0.81,Low
4.0,3,74.62,0.17,0.31,-5.58,0.48,Low
5.0,4,97.45,0.0,-0.79,-9.59,0.65,Medium
6.0,2,62.2,0.72,-0.49,7.5,0.19,Medium
5.0,3,86.94,0.11,0.84,-8.87,0.53,Low
8.0,3,95.65,0.24,0.34,5.63,0.32,Low
6.0,2,92.16,0.3,-0.97,-4.52,0.53,Low
6.0,3,67.36,0.56,-0.59,0.35,0.78,Medium
6.0,0,71.84,0.4,0.37,13.02,0.77,Low
7.0,2,88.68,0.67,0.53,-13.88,0.35,Low
5.0,2,63.37,0.06,0.68,0.01,0.69,Low
2.0,4,92.47,0.12,-0.42,10.63,0.94,Low
6.0,2,88.76,0.5,0.86,2.64,0.63,Low
4.0,2,89.18,0.34,0.11,-6.69,0.15,Low
4.0,2,64.01,0.3,0.39,-3.07,0.68,Low
6.0,2,88.71,0.07,0.19,5.41,0.1,Low
7.0,1,87.19,0.9,-0.75,11.72,0.87,Low
5.0,2,93.24,0.69,0.93,-13.77,0.52,Low
6.0,3,61.66,0.12,-0.75,-12.85,0.39,High
8.0,1,60.92,0.07,-0.49,-5.25,0.06,High
5.0,3,74.92,0.97,0.63,-8.02,0.38,Low
10.0,3,65.95,0.68,0.24,-7.05,0.9,Medium
6.0,1,82.34,0.42,0.68,-8.36,0.02,Low
1.0,1,96.69,0.7,0.03,-9.13,0.47,Medium
7.0,4,75.66,0.76,-0.25,-11.08,0.93,Low
6.0,2,93.8,0.78,0.84,13.02,0.39,Low
8.0,1,60.01,0.48,-0.93,-10.67,0.43,High
6.0,1,66.74,0.43,0.71,-8.87,0.58,Medium
5.0,0,61.22,0.01,-0.54,-7.61,0.46,High
3.0,2,73.13,0.93,0.7,12.99,0.17,Low
5.0,3,96.33,0.6,-0.72,7.67,0.02,Low
3.0,2,63.88,0.2,0.16,8.69,0.61,Low
4.0,1,84.26,0.92,0.78,-11.86,0.92,Low
6.0,1,78.06,0.91,-0.05,10.09,0.11,Low
8.0,4,97.54,0.99,0.49,-2.75,0.21,Low
6.0,1,64.9,0.87,0.61,-7.12,0.37,Medium
3.0,1,68.48,1.0,0.47,2.27,0.81,Low
6.0,3,61.18,0.24,0.85,9.67,0.27,Low
7.0,1,77.36,0.84,-0.11,8.36,0.88,Low
4.0,1,71.11,0.82,-0.65,11.7,0.05,Low
5.0,3,94.8,0.23,-0.9,12.84,0.94,Low
5.0,2,84.2,0.1,-0.51,-7.86,0.56,Medium
3.0,2,84.56,0.98,-0.71,-2.28,0.66,Low
6.0,2,81.28,0.3,0.12,-14.56,0.37,Low
5.0,2,63.67,0.87,-0.63,11.38,0.78,Medium
6.0,3,77.8,0.0,-0.92,-10.36,0.17,Medium
3.0,3,99.98,0.02,-0.93,10.84,0.05,Low
4.0,5,93.41,0.47,0.66,-5.12,0.4,Medium
6.0,1,95.74,0.24,0.18,-3.96,0.85,Low
4.0,3,92.93,0.69,-0.28,-13.83,0.75,Low
8.0,1,64.12,0.57,0.79,-5.19,0.52,Medium
4.0,0,69.1,0.08,-0.86,11.65,0.57,Medium
5.0,2,60.12,0.16,0.96,-14.23,0.13,Medium
7.0,3,72.14,0.39,0.23,-2.81,0.84,Low
2.0,1,64.34,0.19,-0.63,-14.06,0.79,High
1.0,4,78.91,0.79,0.36,-3.87,0.66,Low
2.0,1,87.09,0.42,0.53,-9.82,0.47,Low
8.0,0,94.98,0.09,-0.14,-7.43,0.96,Low
4.0,2,89.97,0.48,0.72,11.33,0.88,Low
10.0,0,97.54,0.09,-0.7,-1.92,0.64,Low
4.0,4,62.16,0.13,-0.44,-6.79,0.37,High
5.0,1,60.49,0.24,-0.81,2.68,0.62,Medium
8.0,2,86.45,0.86,-0.58,-10.74,0.58,Medium
9.0,1,71.57,0.92,-0.52,-7.22,0.39,Medium
9.0,1,70.14,0.83,0.84,1.39,0.31,Low
7.0,1,73.24,0.33,-0.84,-7.87,0.41,Medium
7.0,2,70.79,0.27,-0.15,5.37,0.57,Low
6.0,1,80.46,0.55,0.06,-0.26,0.43,Low
7.0,2,77.61,0.72,0.8,8.16,0.26,Low
4.0,3,80.5,0.99,1.0,13.45,0.76,Low
3.0,4,86.91,0.13,0.51,-11.53,0.53,Low
5.0,2,75.49,0.05,0.94,-4.96,0.07,Low
5.0,2,70.05,0.69,0.57,-5.41,0.37,Low
4.0,3,66.65,0.83,0.93,-10.46,0.88,Medium
6.0,3,73.98,0.85,0.41,9.31,0.76,Low
7.0,2,89.67,0.68,-0.84,7.8,0.32,Low
5.0,3,90.27,0.95,-0.2,-0.47,0.94,Low
8.0,1,86.68,0.51,0.29,1.13,0.08,Low
3.0,4,69.36,0.91,-0.3,-13.21,0.96,Medium
5.0,0,83.52,0.97,-0.45,1.67,0.25,Low
4.0,5,82.83,0.85,0.15,8.74,0.01,Low
1.0,2,79.37,0.31,0.87,2.21,0.43,Low
5.0,1,82.0,0.2,-0.93,-7.04,0.36,Medium
5.0,1,79.67,0.55,0.54,5.03,0.54,Low
8.0,1,82.62,0.45,0.45,-4.16,0.8,Low
6.0,2,88.62,0.88,0.93,1.35,0.84,Low
3.0,1,64.39,0.1,0.86,-0.37,0.4,Low
9.0,4,89.99,0.26,0.52,-3.56,0.43,Low
7.0,3,65.44,0.75,0.04,6.57,0.15,Low
6.0,0,62.67,0.09,-0.59,11.52,0.05,Medium
5.0,2,99.04,0.32,0.09,-14.84,0.64,Low
3.0,0,98.28,0.39,0.53,13.01,0.06,Low
4.0,0,62.42,0.62,0.79,0.35,0.73,Low
7.0,2,77.73,0.16,0.58,6.02,0.54,Low
9.0,3,67.45,0.86,-0.61,10.67,0.2,Medium
8.0,2,79.41,0.45,0.2,-0.99,0.54,Low
4.0,2,93.21,0.92,-0.34,10.05,0.18,Low
3.0,1,98.02,0.47,-0.98,-9.67,0.44,Medium
5.0,0,85.37,0.28,-0.6,-10.22,0.8,Medium
1.0,2,74.16,0.14,-0.77,4.72,0.46,Medium
6.0,3,84.13,0.0,0.69,11.1,0.15,Low
5.0,3,72.48,0.53,-0.48,11.77,0.72,Low
4.0,3,96.39,0.11,-0.43,4.31,0.19,Low
2.0,3,94.82,0.39,0.92,0.76,0.74,Low
6.0,0,82.33,0.59,-0.24,-5.06,0.48,Low
4.0,1,72.99,0.28,-0.98,14.4,0.45,Low
3.0,2,71.74,0.18,-0.43,-5.41,0.85,Medium
0.0,1,61.34,0.77,-0.76,7.33,0.71,High
5.0,4,92.63,0.95,-0.79,0.96,0.03,Low
9.0,0,78.02,0.1,-0.85,3.26,0.3,Low
8.0,1,73.01,0.16,0.19,-3.2,0.87,Low
4.0,4,78.84,0.96,-0.62,13.94,0.02,Low
4.0,1,92.75,0.04,-0.28,2.15,0.55,Low
6.0,2,64.98,0.98,0.72,13.13,0.73,Low
3.0,4,94.31,0.0,-0.15,-14.77,0.62,Low
6.0,2,95.9,0.87,0.83,2.18,0.76,Low
7.0,3,97.87,0.31,-0.0,6.52,0.73,Low
7.0,1,75.9,0.94,-0.2,7.35,0.69,Low
5.0,2,68.69,0.32,0.5,12.15,0.82,Low
5.0,1,74.95,0.65,-0.85,-14.87,0.65,Medium
3.0,3,73.32,0.08,-0.82,-14.99,0.4,Medium
3.0,3,67.05,0.24,0.3,-0.83,0.47,Low
5.0,1,84.29,0.77,-0.03,-14.12,0.72,Low
6.0,3,79.06,0.53,0.58,14.24,0.88,Low
7.0,3,94.63,0.93,0.83,-8.34,0.27,Low
3.0,3,61.28,0.43,-0.22,-0.82,0.34,Low
8.0,2,85.75,0.87,0.19,-13.17,0.93,Low
4.0,0,90.52,0.45,0.0,0.66,0.58,Low
5.0,4,90.38,0.98,0.96,-3.6,0.18,Low
4.0,1,95.44,0.96,0.66,-13.66,0.66,Low
0.0,2,89.16,0.33,0.82,-4.95,0.99,Low
7.0,2,97.11,0.89,-0.49,-3.26,0.82,Low
6.0,1,73.31,0.85,0.55,14.7,0.75,Low
4.0,2,80.13,0.21,-0.47,-8.76,0.21,Medium
5.0,6,60.56,0.62,-0.58,1.34,0.88,High
6.0,0,60.28,0.07,0.89,14.62,0.53,Low
2.0,4,69.61,0.84,-0.96,8.76,0.89,Medium
4.0,2,64.03,0.17,0.93,14.8,0.33,Low
7.0,1,70.41,0.07,-0.7,14.05,0.06,Low
2.0,2,67.08,0.4,0.64,-0.31,0.48,Low
6.0,4,61.14,0.58,-0.45,5.89,0.27,Medium
2.0,1,96.37,0.85,-0.3,-11.69,0.72,Low
6.0,2,60.33,0.97,-0.57,-1.77,0.96,Medium
5.0,2,89.44,0.44,0.17,9.27,0.69,Low
2.0,5,66.09,0.06,-0.3,0.16,0.89,Medium
7.0,1,96.49,0.75,0.31,6.08,0.45,Low
4.0,0,95.71,0.57,-0.97,7.37,0.77,Low
3.0,2,86.16,0.45,-0.87,-7.4,0.84,Medium
5.0,1,86.89,0.31,-0.8,11.27,0.71,Low
7.0,0,60.21,0.5,-0.16,-1.21,0.51,Low
3.0,1,99.39,0.34,0.63,-8.69,0.63,Low
5.0,1,95.11,0.76,0.78,10.96,0.7,Low
6.0,2,95.8,0.54,-0.51,-2.47,0.25,Low
6.0,2,86.37,0.88,0.15,7.51,0.81,Low
5.0,2,73.79,0.54,0.54,1.44,0.95,Low
4.0,0,95.75,0.24,-0.42,-3.54,0.47,Low
3.0,3,71.66,0.85,-0.18,9.3,0.7,Low
5.0,1,82.51,0.56,0.05,2.53,0.74,Low
3.0,1,63.99,0.21,-0.73,-3.28,0.66,Medium
0.0,3,96.88,0.62,-0.95,-11.71,0.55,High
6.0,1,65.63,0.36,-0.69,11.86,0.88,Medium
7.0,0,69.0,0.84,0.25,-13.94,0.45,Medium
0.0,1,82.33,0.45,-0.85,10.9,0.06,Medium
3.0,2,90.56,0.73,-0.62,-4.2,0.84,Low
6.0,2,84.77,0.1,-0.32,4.18,0.67,Low
9.0,1,69.29,0.4,-0.84,12.67,0.85,Medium
5.0,1,60.04,0.98,-0.62,-10.45,0.14,High
4.0,4,90.29,0.81,0.82,2.01,0.03,Low
5.0,3,99.41,0.16,-0.96,7.93,0.93,Low
8.0,0,92.4,0.28,0.31,7.73,0.15,Low
4.0,1,78.41,0.33,-0.23,0.77,0.81,Low
3.0,3,96.15,0.65,0.35,3.74,0.82,Low
4.0,3,76.39,0.76,0.18,7.73,0.71,Low
3.0,1,81.0,0.75,-0.55,10.23,0.13,Low
5.0,2,79.09,0.51,0.69,7.85,0.67,Low
8.0,3,77.9,0.81,-0.02,-4.38,0.89,Low
6.0,1,91.01,0.44,0.65,14.9,0.43,Low
4.0,0,81.07,0.12,-0.19,-1.96,0.41,Low
4.0,2,72.67,0.56,0.97,-14.27,0.44,Low
2.0,3,70.33,0.95,0.54,-4.12,0.08,Low
7.0,2,61.51,0.79,0.93,-11.17,0.89,Medium
5.0,3,83.33,0.58,0.03,-11.36,0.87,Low
5.0,0,69.2,0.65,-0.05,-6.55,1.0,Medium
11.0,2,65.93,0.93,0.51,-13.4,0.59,Medium
6.0,4,86.15,0.43,0.76,5.66,0.75,Low
3.0,4,87.25,0.33,0.93,-12.78,0.2,Low
4.0,2,90.09,0.98,-0.35,-8.9,0.67,Medium
7.0,2,80.14,0.86,0.6,-12.21,0.65,Low
5.0,1,95.76,0.32,-0.58,-13.1,0.9,Medium
2.0,1,97.45,0.46,0.09,-6.97,0.83,Low
7.0,0,92.29,0.42,-0.64,2.16,0.94,Low
4.0,2,85.42,0.15,-0.31,13.94,0.87,Low
9.0,0,72.15,0.96,0.86,11.27,0.87,Low
7.0,1,99.32,0.4,-0.71,11.28,0.06,Low
4.0,3,70.97,0.88,0.26,-9.72,0.85,Low
8.0,0,68.11,0.19,0.19,-7.05,0.61,Medium
5.0,2,77.69,0.55,-0.76,-12.71,0.38,Medium
7.0,1,62.27,0.02,-0.35,8.35,0.06,Medium
6.0,2,99.14,0.76,0.13,-12.91,0.68,Low
3.0,0,83.54,0.58,-0.63,1.7,0.33,Low
4.0,2,82.28,0.63,0.6,-7.56,0.47,Low
7.0,1,86.23,0.05,0.94,-7.7,0.68,Low
4.0,3,79.88,0.21,-0.57,14.72,0.91,Low
4.0,3,61.28,0.07,-0.63,7.7,0.83,Medium
3.0,2,84.49,0.29,-0.09,10.11,0.45,Low
6.0,2,88.65,0.63,0.5,2.16,0.39,Low
9.0,2,76.67,0.57,-0.44,11.13,0.24,Low
3.0,0,90.29,0.61,-0.96,4.36,0.37,Low
5.0,2,69.08,0.55,0.08,13.39,0.11,Low
8.0,2,68.85,0.27,0.91,-6.56,0.97,Medium
5.0,1,66.46,0.24,-0.22,2.86,0.57,Low
6.0,3,74.88,0.14,-0.16,5.7,0.13,Low
3.0,1,93.88,0.85,0.94,-3.21,0.35,Low
6.0,1,93.12,0.62,0.39,11.39,0.55,Low
5.0,2,75.31,0.19,0.44,14.39,0.53,Low
7.0,1,83.56,0.18,0.13,-0.19,0.04,Low
7.0,1,88.83,0.87,0.95,-3.28,0.95,Low
10.0,0,69.65,0.74,0.38,-0.84,0.28,Low
6.0,3,66.73,0.66,0.79,10.58,0.02,Low
6.0,2,98.88,0.41,0.4,4.36,0.08,Low
5.0,2,84.7,0.26,0.47,-13.66,0.58,Low
4.0,4,99.26,0.98,-0.42,1.27,0.14,Low
6.0,1,73.51,0.8,-0.39,-14.48,0.04,Medium
4.0,3,88.12,0.3,0.57,8.36,0.38,Low
5.0,2,68.9,0.85,-0.41,-5.15,0.62,High
8.0,2,70.45,0.76,0.13,-0.84,0.11,Low
3.0,1,80.48,0.3,-0.5,8.96,0.31,Low
7.0,3,72.78,0.43,0.63,-13.61,0.42,Low
8.0,1,66.7,0.19,-0.78,-10.24,0.16,High
5.0,2,70.52,0.11,0.66,-3.06,0.51,Low
1.0,1,61.43,0.72,0.21,-8.1,0.09,High
4.0,3,88.18,0.27,-0.63,-4.86,0.05,Low
8.0,3,79.68,0.82,0.08,14.95,0.52,Low
5.0,1,63.77,1.0,-0.44,9.76,0.25,Medium
3.0,2,66.87,0.08,-0.35,11.52,0.1,Medium
4.0,0,64.1,0.47,-0.3,13.11,0.42,Low
7.0,2,84.5,0.8,-0.87,-4.77,0.92,Low
6.0,2,63.77,0.79,0.97,-6.09,0.72,Medium
5.0,0,90.17,0.76,-0.94,-7.98,0.82,Medium
4.0,3,60.82,0.35,0.32,9.9,0.87,Low
4.0,4,69.98,0.45,-0.26,5.39,0.97,Low
3.0,0,95.63,0.59,0.29,-7.91,0.76,Low
8.0,3,88.74,0.97,-0.29,-3.69,0.61,Low
4.0,1,62.92,0.33,0.35,0.2,0.37,Low
7.0,2,92.85,0.92,0.46,0.84,0.18,Low
8.0,3,79.72,0.27,0.38,11.66,0.69,Low
7.0,2,93.87,0.99,-0.77,-3.58,0.99,Low
4.0,0,84.03,0.67,0.31,12.26,0.47,Low
6.0,0,87.27,0.46,-0.44,-1.76,0.72,Low
5.0,1,99.74,0.61,-0.94,7.39,0.5,Low
3.0,4,69.29,0.27,-0.17,12.91,0.43,Low
6.0,1,84.96,0.27,-0.13,12.23,0.41,Low
3.0,0,78.41,0.11,-0.07,-13.29,0.5,Low
7.0,2,61.58,0.11,0.41,-8.83,0.37,Medium
4.0,0,60.58,0.35,-0.38,-0.69,0.75,Medium
5.0,3,64.77,0.76,-0.37,-2.05,0.87,Medium
6.0,3,85.96,0.61,-0.88,4.23,0.88,Low
4.0,2,82.69,0.1,0.37,13.34,0.23,Low
6.0,4,82.14,0.85,0.14,-11.63,0.9,Low
4.0,0,61.27,0.6,-0.3,-1.44,0.34,Low
7.0,4,78.77,0.96,0.41,-9.23,0.31,Low
2.0,1,96.98,0.67,0.07,11.82,0.73,Low
5.0,2,75.9,0.18,-0.06,13.94,0.3,Low
9.0,1,85.0,0.47,0.02,-0.64,0.05,Low
3.0,1,91.19,0.65,0.27,-11.88,0.37,Low
4.0,4,91.36,0.03,0.32,8.56,0.72,Low
6.0,0,80.77,0.01,-0.42,5.91,0.33,Low
5.0,0,94.32,0.13,-0.72,-4.36,0.63,Low
6.0,3,75.66,0.25,-0.69,11.62,0.66,Low
6.0,1,95.55,0.43,0.28,14.27,0.73,Low
6.0,2,69.61,0.49,0.75,1.74,0.9,Low
7.0,1,71.21,0.14,-0.18,1.97,0.43,Low
6.0,2,62.12,0.67,-0.66,-6.07,0.17,High
5.0,3,91.82,0.6,0.51,2.54,0.32,Low
6.0,3,76.68,0.29,0.66,-1.81,0.43,Low
9.0,1,69.16,0.01,0.76,-5.93,0.71,Medium
5.0,1,69.27,0.08,0.21,-12.98,0.01,Medium
3.0,1,96.06,0.39,0.72,-7.42,0.32,Low
7.0,2,93.36,0.15,-0.97,-9.06,0.78,Medium
5.0,2,82.14,0.38,-0.79,1.26,0.67,Low
1.0,4,84.64,0.63,-0.81,3.05,0.73,Medium
7.0,4,78.97,0.55,0.43,3.26,0.81,Low
4.0,4,75.67,0.23,-0.86,-3.35,0.78,Low
5.0,2,96.62,0.34,-0.01,-2.36,0.68,Low
6.0,2,65.02,0.61,-0.05,10.03,0.44,Low
5.0,0,76.74,0.86,-0.38,-0.71,0.98,Low
6.0,2,73.78,0.75,0.74,14.63,0.57,Low
4.0,1,79.93,0.55,-0.66,-1.81,0.2,Low
6.0,2,78.31,0.36,-0.3,4.49,0.29,Low
4.0,2,80.76,0.37,0.55,-13.49,0.69,Low
6.0,1,65.6,0.88,-0.94,4.6,0.92,Medium
6.0,5,80.53,0.04,0.35,10.54,0.18,Low
3.0,1,69.7,0.99,0.63,13.27,0.08,Low
7.0,3,67.37,0.66,0.86,14.92,0.88,Low
4.0,2,62.59,0.68,0.75,-6.53,0.92,Medium
7.0,3,90.51,0.04,-0.36,2.26,0.28,Low
6.0,4,77.1,0.61,0.17,-1.48,0.38,Low
9.0,1,85.07,0.48,-0.85,1.91,0.66,Low
5.0,0,89.1,0.11,-0.48,-10.28,0.33,Medium
4.0,4,87.17,0.28,-0.81,10.68,0.88,Low
5.0,3,78.82,0.89,-0.37,12.29,0.11,Low
4.0,1,75.52,0.55,0.75,-1.51,0.04,Low
7.0,2,75.04,0.41,-0.31,-6.59,0.21,Medium
2.0,4,85.6,0.07,0.12,-10.77,0.29,Low
3.0,3,79.79,0.71,-0.13,5.51,0.11,Low
3.0,1,93.97,0.7,-0.08,-5.63,0.07,Low
7.0,0,94.99,0.61,0.94,12.29,0.76,Low
8.0,4,66.82,0.51,-0.41,5.13,0.16,Medium
5.0,1,65.45,0.43,0.25,4.37,0.91,Low
5.0,1,85.22,0.59,-0.16,1.78,0.37,Low
5.0,3,72.05,0.23,-0.88,-13.63,0.67,Medium
7.0,3,60.74,0.94,-0.02,12.96,0.23,Low
3.0,2,95.55,0.59,0.63,3.84,0.24,Low
5.0,0,69.08,0.31,-0.8,14.82,0.57,Medium
7.0,3,97.17,0.45,-0.86,1.12,0.56,Low
6.0,1,88.7,0.81,-0.69,6.3,0.77,Low
5.0,1,90.51,0.16,0.53,-13.31,0.76,Low
7.0,2,68.06,0.29,0.45,3.95,0.67,Low
0.0,1,69.37,0.68,0.13,7.94,0.45,Medium
6.0,1,80.85,0.32,-0.06,8.36,0.89,Low
4.0,2,66.88,0.79,0.78,8.1,0.62,Low
1.0,1,72.22,0.13,0.53,-8.21,0.99,Medium
6.0,3,72.86,0.76,0.62,14.26,0.82,Low
8.0,1,66.39,0.07,0.63,14.86,0.04,Low
5.0,1,68.21,0.01,0.29,-12.73,0.32,Medium
7.0,4,91.54,0.9,-0.08,13.09,0.57,Low
8.0,1,66.69,0.58,0.73,-6.32,0.72,Medium
8.0,3,61.14,0.35,0.85,5.68,0.55,Low
8.0,1,85.17,0.23,-0.95,-4.86,0.79,Low
6.0,0,99.04,0.62,-0.9,14.03,0.28,Low
5.0,3,73.25,0.51,0.92,-11.95,0.18,Low
2.0,1,64.75,0.99,-0.45,-0.07,0.05,Medium
5.0,0,82.82,0.98,0.75,-2.16,0.57,Low
3.0,3,96.25,0.64,-0.22,-5.22,0.69,Low
9.0,1,91.36,0.44,-0.76,4.37,0.33,Low
5.0,1,84.9,0.49,-0.84,-11.07,0.61,Medium
5.0,4,72.6,0.68,-0.69,6.5,0.05,Low
6.0,2,81.68,0.1,-0.5,14.42,0.1,Low
5.0,3,63.65,0.33,-0.02,9.14,0.7,Low
8.0,2,87.16,0.08,0.4,10.8,0.37,Low
4.0,1,89.0,0.07,0.97,-4.21,0.67,Low
5.0,0,98.6,0.2,-0.12,-5.25,0.83,Low
4.0,2,70.42,0.49,0.04,0.51,0.85,Low
2.0,0,60.74,0.78,0.04,-13.63,0.17,Medium
4.0,3,81.82,0.49,0.08,13.36,0.49,Low
5.0,1,88.27,0.34,0.04,-10.69,0.73,Low
4.0,0,91.62,0.08,-0.98,12.09,0.77,Low
4.0,1,67.75,0.55,-1.0,-12.49,0.78,High
2.0,1,70.47,0.27,-0.8,9.68,0.23,Low
5.0,4,80.5,0.61,-0.8,-10.44,0.19,Medium
2.0,3,73.22,0.98,0.41,-13.86,0.59,Low
7.0,3,94.42,0.11,-0.59,6.58,0.74,Low
5.0,1,78.95,0.21,0.79,-6.59,0.32,Low
2.0,2,91.98,0.47,0.86,6.43,0.1,Low
4.0,3,83.22,0.97,0.95,1.65,0.72,Low
3.0,3,90.92,0.77,0.88,-11.74,0.3,Low
6.0,4,73.31,0.9,-0.46,12.96,0.17,Low
8.0,0,93.26,0.33,0.02,-1.43,0.15,Low
1.0,0,70.98,0.99,-0.65,7.03,0.31,Medium
5.0,3,81.84,0.1,0.61,0.03,0.59,Low
5.0,2,68.56,0.05,0.78,3.13,0.36,Low
6.0,1,79.02,0.86,0.7,-5.92,0.02,Low
5.0,1,72.73,0.93,-0.13,-8.99,0.1,Low
3.0,1,70.67,0.09,0.52,1.28,0.29,Low
4.0,3,98.68,0.11,-0.8,-1.79,0.66,Low
3.0,1,66.4,0.03,-0.92,-3.3,0.1,Medium
7.0,0,91.49,0.1,0.51,5.18,0.56,Low
5.0,1,99.37,0.21,-0.15,5.72,0.12,Low
9.0,5,60.8,0.97,0.99,-13.62,0.21,High
5.0,1,87.96,0.67,-0.81,-4.84,0.17,Low
4.0,0,70.12,0.78,0.71,-2.65,0.07,Low
2.0,3,61.62,0.78,-0.04,-12.09,0.67,Medium
1.0,2,76.12,0.54,0.65,-7.92,0.46,Medium
2.0,1,97.41,0.8,0.63,-13.45,0.83,Low
6.0,1,60.47,0.6,0.83,14.89,0.1,Low
6.0,4,83.52,0.31,-0.4,7.1,0.14,Low
2.0,1,80.06,0.56,0.9,-12.38,0.31,Low
7.0,2,94.94,0.53,-0.7,-14.39,0.77,Medium
4.0,2,63.36,0.82,-0.84,6.58,0.31,Medium
5.0,1,87.26,0.98,-0.14,-1.82,0.41,Low
8.0,4,87.2,0.41,0.66,8.6,0.3,Low
7.0,1,86.76,0.76,-0.05,12.7,0.08,Low
4.0,0,97.69,0.1,0.66,2.98,0.94,Low
3.0,2,92.92,0.78,0.46,-9.39,0.55,Low
1.0,0,61.68,0.37,-0.58,8.47,0.79,High
4.0,3,78.84,0.04,0.9,13.67,0.66,Low
5.0,0,75.92,0.36,-0.88,2.41,0.51,Low
3.0,5,72.41,0.61,0.8,5.46,0.09,Low
5.0,3,78.05,0.12,-0.39,-4.88,0.64,Low
5.0,1,75.37,0.92,0.0,-3.55,0.16,Low
5.0,2,77.29,0.08,-0.16,7.04,0.41,Low
4.0,2,99.17,0.93,-0.66,12.83,0.63,Low
5.0,2,63.55,0.71,-0.28,3.87,0.78,Low
6.0,1,96.89,0.33,-0.61,8.7,0.69,Low
3.0,4,79.21,0.39,-0.59,-9.85,0.67,Medium
8.0,1,84.95,0.74,-0.63,-8.64,0.15,Medium
5.0,4,93.21,0.6,-0.02,0.96,0.35,Low
5.0,0,74.42,0.67,0.6,-9.7,0.04,Low
6.0,2,77.22,0.39,0.14,4.05,0.72,Low
5.0,2,76.38,0.49,0.79,-6.25,0.95,Low
7.0,1,74.99,0.99,0.27,8.75,0.26,Low
6.0,4,97.02,0.21,0.38,9.24,0.09,Low
4.0,2,93.16,0.42,0.34,-1.09,0.48,Low
